incident_severity,vehicle_claim,total_claim_amount,property_claim,authorities_contacted,injury_claim,fraud_reported
0,35547,50467,4973,1,9947,1
0,44492,74058,14638,1,14927,1
1,26658,36060,5951,2,3451,1
0,50549,76766,13108,0,13108,1
1,34418,47325,8604,3,4302,1
0,43790,60845,11369,1,5684,1
0,47781,68258,6825,1,13651,1
0,57203,78654,14300,1,7150,1
0,40559,59400,6280,2,12560,1
0,44540,72378,11135,1,16702,1
2,33481,47043,9040,2,4520,1
0,30597,42072,7649,1,3824,1
0,47804,68291,6829,1,13658,1
0,47212,66847,13089,2,6544,1
0,40531,59400,6289,2,12578,1
0,61231,81642,6803,0,13607,1
0,39649,59410,6587,3,13174,1
2,46347,59121,6387,1,6387,1
1,4420,6306,1257,3,628,1
0,38270,53447,10118,1,5059,1
3,4393,6151,1172,3,586,1
1,60950,81344,13595,2,6797,1
0,49230,66686,11637,2,5818,1
0,35905,47761,5928,2,5928,1
0,73317,102625,19538,2,9769,1
1,61709,84850,15427,2,7713,1
0,61430,84480,15352,2,7696,1
0,48910,71812,6502,0,16399,1
0,46543,63997,11635,2,5817,1
2,47332,59165,5916,1,5916,1
1,4675,6085,756,3,653,1
0,56220,69003,0,2,12782,1
0,50702,73236,11267,1,11267,1
0,29703,40841,7425,2,3712,1
0,28813,34904,3786,0,2304,1
0,44587,63071,6161,1,12322,1
0,35725,53588,5954,0,11908,1
0,38842,55379,11024,1,5512,1
0,44757,63297,6180,1,12360,1
0,51213,64017,6401,1,6401,1
0,51062,63827,6382,1,6382,1
0,60867,81156,6763,0,13526,1
0,52433,74699,14844,1,7422,1
0,32510,46716,9288,0,4917,1
0,61705,86557,9425,2,15426,1
0,36281,53514,5744,0,11488,1
0,49218,69837,6873,1,13746,1
0,28447,36219,3886,1,3886,1
0,50992,76489,12748,0,12748,1
0,38689,60798,11054,1,11054,1
1,42709,54911,6101,2,6101,1
0,29036,34749,3887,0,1825,1
0,66878,91957,8359,0,16719,1
0,42990,63332,10170,2,10170,1
1,34655,43319,4331,0,4331,1
0,58776,85672,10956,1,15939,1
0,59690,80784,7031,1,14062,1
0,35544,51736,5397,1,10794,1
0,38772,55389,11077,1,5538,1
1,3049,4694,871,3,773,1
0,32304,48352,4614,1,11432,1
0,31787,52813,10513,1,10513,1
0,55640,78310,7556,0,15113,1
0,54405,74806,6800,2,13601,1
2,3152,4827,837,3,837,1
0,47343,64360,10108,0,6908,1
0,47919,57136,9216,2,0,1
0,48482,69260,6926,1,13852,1
1,39657,65999,10999,2,15341,1
0,41693,53606,5956,0,5956,1
0,45443,64597,12769,0,6384,1
1,65422,83468,10458,0,7588,1
0,32699,44849,4087,0,8062,1
0,36233,38038,902,3,902,1
0,36439,54052,5871,0,11742,1
0,42134,59885,8875,2,8875,1
0,33566,47800,9488,2,4744,1
1,40937,59969,12687,0,6343,1
0,56464,77639,14116,0,7058,1
1,43926,60399,5490,2,10981,1
0,33086,44652,4135,0,7430,1
0,46882,64014,11421,2,5710,1
0,44578,61295,5572,2,11144,1
0,53276,76109,7610,2,15221,1
1,59075,83383,8102,1,16205,1
0,34131,53500,9684,1,9684,1
0,75170,98253,9470,2,13612,1
1,46887,74335,13723,1,13723,1
0,37343,52953,10406,1,5203,1
0,52905,71644,11024,2,7714,1
2,65442,89982,16360,1,8180,1
0,65140,96407,14981,2,16285,1
0,33523,53934,9578,1,10833,1
0,35604,48927,8843,3,4479,1
0,36914,50756,9228,1,4614,1
0,39672,52456,6392,1,6392,1
0,35773,48012,6590,3,5648,1
1,57681,79311,7210,1,14420,1
0,42148,65188,11520,1,11520,1
0,42546,60622,12050,1,6025,1
1,47279,59099,5909,1,5909,1
0,38841,49952,5507,1,5603,1
1,47604,59778,6087,1,6087,1
3,2419,3543,479,3,644,1
0,54254,75053,6933,2,13866,1
2,63897,87859,15974,1,7987,1
0,45682,65004,12881,0,6440,1
0,50773,63466,6346,2,6346,1
0,67391,92702,8478,0,16832,1
0,35855,53592,5912,1,11824,1
0,53339,73341,6667,2,13334,1
1,47338,63118,10519,0,5259,1
0,47168,66853,13123,2,6561,1
0,37963,54234,5423,1,10846,1
0,44170,69410,12620,2,12620,1
0,71915,98306,17593,2,8796,1
0,47368,63531,10775,1,5387,1
0,48304,69006,6900,2,13801,1
0,35767,49660,9262,1,4631,1
0,33585,55101,9595,0,11919,1
0,67533,105273,18870,1,18870,1
0,42930,63318,10193,2,10193,1
0,48370,69100,6910,2,13820,1
2,63980,87605,15750,1,7875,1
0,46224,59431,6603,1,6603,1
0,44823,64033,6403,1,12806,1
0,62170,84141,7323,1,14647,1
0,37492,51552,4686,1,9373,1
0,58878,84063,8395,0,16790,1
0,41588,60103,6171,2,12343,1
1,62909,86500,15727,1,7863,1
3,4421,6231,1206,3,603,1
0,47442,57731,10289,2,0,1
0,42354,64261,10953,1,10953,1
0,44320,60940,11080,0,5540,1
0,41669,63169,10750,1,10750,1
0,40208,60313,6701,2,13402,1
0,43851,56380,6264,0,6264,1
0,44784,71373,12130,1,14457,1
0,30938,47857,4419,1,12499,1
0,62319,84772,7484,1,14968,1
0,40633,54687,9369,2,4684,1
0,41806,52902,5547,0,5547,1
0,34885,49836,4983,0,9967,1
1,47239,59745,6253,1,6253,1
0,38198,53413,10142,1,5071,1
0,46807,58479,0,0,11671,1
2,4182,5281,549,3,549,1
0,45168,70979,12905,1,12905,1
0,40975,58217,11494,2,5747,1
0,29958,41192,7489,0,3744,1
0,38780,55400,11080,0,5540,1
1,61133,82204,14047,2,7023,1
1,59933,83440,7835,0,15671,1
0,29693,40829,7423,0,3711,1
1,4169,5670,521,3,979,1
0,49683,66504,11213,2,5606,1
0,42473,68190,12135,2,13580,1
0,51259,85631,16887,0,17484,1
1,46671,73340,13334,1,13334,1
0,44320,60940,11080,0,5540,1
0,58518,89494,17205,0,13770,1
0,35382,50447,5021,1,10043,1
0,49533,70761,14152,0,7076,1
1,45885,60347,9641,0,4820,1
0,51680,71060,12920,3,6460,1
0,41934,59906,11981,2,5990,1
0,47598,74969,11899,1,15472,1
1,4350,5684,713,3,621,1
0,35216,44333,4558,0,4558,1
1,4312,5503,595,3,595,1
0,23185,31879,5796,0,2898,1
0,50613,64615,7000,2,7000,1
0,71843,98335,17062,3,9429,1
1,4515,5805,645,3,645,1
0,42980,63329,10174,2,10174,1
0,59813,80756,6980,0,13961,1
0,37980,51165,4395,1,8790,1
1,33390,47700,9540,2,4770,1
1,46988,63580,11061,1,5530,1
1,41862,59528,5888,2,11777,1
0,41801,60681,9440,2,9440,1
0,75932,103926,18662,1,9331,1
1,33437,45976,8359,3,4179,1
0,46280,59503,6611,1,6611,1
0,52299,71619,6829,2,12490,1
0,53391,67177,6892,0,6892,1
2,46513,60856,9562,0,4781,1
0,32718,44874,4112,0,8044,1
1,44103,56704,6300,0,6300,1
0,51060,64314,6627,1,6627,1
0,35614,47155,5770,2,5770,1
0,54384,77691,7769,0,15538,1
0,43152,66286,11566,1,11566,1
0,47893,68419,6841,1,13683,1
1,42661,54850,6094,3,6094,1
0,34418,54085,9833,2,9833,1
0,26896,36322,3842,1,5583,1
1,34592,43240,4324,0,4324,1
0,53530,75949,7472,2,14945,1
0,48267,70708,11220,1,11220,1
0,38267,49529,5630,2,5630,1
0,51618,64078,6230,1,6230,1
0,52950,70664,3618,2,14094,1
0,61145,82274,7043,0,14086,1
0,45910,59686,2299,0,11477,1
0,33687,53354,9833,1,9833,1
0,43799,70397,11467,2,15129,1
0,50266,70504,13492,1,6746,1
0,45890,65557,13111,0,6555,1
0,40618,52224,5802,0,5802,1
0,64412,87582,7962,1,15207,1
2,45012,58729,6858,1,6858,1
1,32764,40956,4095,2,4095,1
0,62235,84416,7393,1,14787,1
0,63809,87738,7976,2,15952,1
1,3407,5000,796,3,796,1
0,58883,70566,11683,0,0,1
0,39871,55042,10113,1,5056,1
0,59566,88425,14429,1,14429,1
0,50209,84627,15792,0,18625,1
0,38952,55426,10982,0,5491,1
1,59173,81100,14617,0,7308,1
2,62107,83654,14364,1,7182,1
1,59192,81390,7399,2,14798,1
0,35939,53674,5911,0,11822,1
0,42231,52789,5278,0,5278,1
0,51303,69087,5928,1,11856,1
0,54037,77196,7719,1,15439,1
0,37740,51893,4717,2,9435,1
0,30559,46066,8731,0,6775,1
2,69643,98541,15476,0,13421,1
0,74172,109848,17837,1,17837,1
0,44183,71470,11264,1,16022,1
0,39412,61043,10815,0,10815,1
0,42681,67070,12194,2,12194,1
0,36052,43362,5357,1,1952,1
2,65838,90528,16459,1,8229,1
1,2871,4102,701,3,529,1
0,54302,74970,6889,2,13778,1
1,46552,59623,9566,0,3503,1
0,47430,66893,12974,2,6487,1
0,28478,36357,3939,1,3939,1
2,47365,59206,5920,1,5920,1
0,53958,74192,6744,2,13489,1
0,37294,51967,4891,1,9782,1
0,32269,53142,10436,1,10436,1
0,25521,36106,4351,0,6234,1
0,51973,63612,5819,2,5819,1
0,66736,92330,9137,0,16456,1
0,37832,54046,10809,1,5404,1
0,37239,52466,5075,1,10151,1
0,42974,67531,12278,2,12278,1
0,41376,67488,11821,3,14289,1
1,23925,34168,5981,1,4261,1
0,45360,59878,10887,1,3631,1
0,46823,66305,12988,2,6494,1
0,55160,75845,6895,2,13790,1
0,58379,80271,14594,2,7297,1
0,70538,98440,17054,2,10848,1
0,58699,80711,14674,1,7337,1
0,51006,71145,13426,2,6713,1
0,33455,44464,4181,0,6827,1
1,34398,48270,9247,2,4623,1
0,44806,63838,6343,2,12687,1
0,42459,63688,10614,1,10614,1
0,41040,51300,5130,0,5130,1
0,59186,82711,7841,0,15683,1
0,52164,67069,7452,2,7452,1
0,35508,54667,9579,1,9579,1
1,4448,5719,635,3,635,1
0,54491,75915,7141,1,14283,1
0,49717,75777,13030,0,13030,1
0,75467,99132,15776,3,7888,1
0,42014,53569,5777,1,5777,1
0,36770,51376,4868,2,9737,1
1,34363,42954,4295,0,4295,1
0,50421,63027,6302,1,6302,1
0,52738,68959,8110,0,8110,1
0,47690,76286,12729,1,15865,1
0,35632,47208,5787,2,5787,1
1,47197,62930,10488,0,5244,1
0,42134,53345,5605,0,5605,1
0,35256,50366,5036,1,10073,1
0,52376,67155,7389,2,7389,1
0,44721,63655,6311,1,12622,1
0,48212,66292,12053,3,6026,1
0,35623,54163,7150,1,11389,1
2,62239,85579,15559,1,7779,1
0,27279,34868,3794,0,3794,1
0,34908,53783,9437,1,9437,1
0,37320,47982,5331,1,5331,1
0,22239,31757,5559,0,3957,1
2,46287,59123,6417,1,6417,1
0,51087,72169,14054,2,7027,1
1,32984,46725,4580,2,9161,1
0,50531,64830,7149,1,7149,1
0,41747,61220,13351,1,6122,1
1,51122,73843,11360,1,11360,1
0,48383,69119,6911,2,13823,1
0,38531,50041,4002,0,7507,1
1,4362,5854,573,3,918,1
0,28268,35427,3579,1,3579,1
1,73696,98164,16021,0,8446,1
0,56063,77087,14015,0,7007,1
0,34883,48931,9365,1,4682,1
0,42392,60034,5880,2,11760,1
0,30986,42606,7746,2,3873,1
0,30410,40411,6200,1,3801,1
0,59835,80181,6782,0,13564,1
0,58754,80788,14688,2,7344,1
0,49602,68348,6248,2,12497,1
1,57192,78639,7149,1,14298,1
0,41193,58847,11769,2,5884,1
0,49529,74124,12297,2,12297,1
0,35793,54106,9156,0,9156,1
0,40437,50703,5133,0,5133,1
1,33509,46844,8889,2,4444,1
1,34849,43561,4356,0,4356,1
0,40000,51563,5781,0,5781,1
1,47290,59080,5911,0,5877,1
1,47920,58247,4061,1,6265,1
2,3030,4727,831,3,865,1
0,31644,52716,10536,1,10536,1
1,45307,76805,17688,0,13809,1
0,38652,44424,5772,2,0,1
0,51589,70934,12897,3,6448,1
1,2793,4119,798,3,526,1
0,51343,64055,6355,1,6355,1
0,42908,55167,6129,2,6129,1
0,37715,51859,4714,2,9428,1
0,58809,84165,9158,1,16196,1
0,51027,63784,6378,2,6378,1
0,28235,35296,3531,0,3529,1
0,59824,80479,6885,0,13770,1
1,62767,89408,14450,1,12190,1
0,41988,65981,11996,1,11996,1
1,4351,5698,725,3,621,1
0,59698,69577,1890,1,7988,1
1,32891,41114,4111,2,4111,1
0,50729,72211,14321,2,7160,1
1,33075,47353,4828,1,9450,1
1,47261,59076,5907,1,5907,1
0,24701,35470,3802,0,6966,1
1,46227,62243,10676,0,5338,1
0,41978,65335,11678,1,11678,1
1,4714,6143,755,3,673,1
0,42840,54525,5842,3,5842,1
0,45134,69823,18241,1,6447,1
1,40444,65413,10902,2,14066,1
0,32590,53360,10384,1,10384,1
0,49152,83615,14689,0,19773,1
0,38397,54853,10970,1,5485,1
0,29694,40830,7423,3,3711,1
1,68485,98651,15327,0,14838,1
1,52231,75151,12785,0,10133,1
0,44655,71393,11944,1,14794,1
0,59133,83327,10217,1,13976,1
0,60934,90066,15591,0,13540,1
0,50376,71966,14393,1,7196,1
0,49248,76947,13849,2,13849,1
0,50721,76685,13182,0,12780,1
0,75699,106227,20352,1,10176,1
1,59330,81579,14832,0,7416,1
0,60901,72571,7612,1,4057,1
0,49466,74811,12672,2,12672,1
0,35081,43851,4385,0,4385,1
0,38358,54798,10959,1,5479,1
0,35939,50707,4922,1,9845,1
0,35711,53567,5951,1,11903,1
0,50811,63514,6351,1,6351,1
0,44612,61341,5576,2,11153,1
1,50844,69911,6355,2,12711,1
0,59552,81639,7362,2,14725,1
0,36313,46091,4888,0,4888,1
0,53846,74039,6730,2,13461,1
0,42524,53317,5396,2,5396,1
1,36085,54128,8366,0,9676,1
0,42110,64761,11325,1,11325,1
0,48232,65458,11484,2,5742,1
1,4639,6039,647,3,752,1
2,65021,89405,16255,1,8127,1
0,77180,106777,16427,2,13170,1
0,49452,66613,11440,2,5720,1
2,47662,59578,5957,1,5957,1
0,51316,64145,6414,1,6414,1
0,42729,53492,5381,3,5381,1
0,35837,47760,5961,2,5961,1
0,48799,67640,12560,2,6280,1
0,65602,100672,17535,2,17535,1
2,4377,5963,1027,3,558,1
0,73882,98371,9355,2,15134,1
0,37009,47583,5287,1,5287,1
0,59065,72932,6334,2,7532,1
0,38039,54341,10868,1,5434,1
1,46600,63058,10971,0,5485,1
1,47959,57478,3111,1,6406,1
0,45396,64851,12970,0,6485,1
0,33397,47648,9500,2,4750,1
0,38378,56981,12402,2,6201,1
0,42190,53014,5412,0,5412,1
0,33176,44745,4147,0,7422,1
0,35755,53633,5959,0,11918,1
0,60359,72886,7544,1,4982,1
0,58733,86396,12128,1,15534,1
0,56633,77870,14158,0,7079,1
0,38705,55293,11058,0,5529,1
1,3397,4880,621,3,861,1
0,40437,55466,10018,1,5009,1
0,28270,35436,3582,1,3582,1
0,54379,70675,15233,0,1062,1
0,39388,53104,9143,0,4571,1
0,34076,44149,4259,0,5813,1
1,46873,74334,13730,1,13730,1
0,53493,76419,7641,2,15283,1
1,38945,50072,5563,1,5563,1
2,42494,56939,9630,1,4815,1
0,39284,44897,5612,1,0,1
0,46802,64567,11843,2,5921,1
0,39012,50026,5507,1,5507,1
0,28301,35574,3636,1,3636,1
0,52884,70512,8814,0,8814,1
0,57308,74736,7163,2,10265,1
0,34693,48774,9387,1,4693,1
1,53998,76928,7643,2,15286,1
0,54374,71009,15095,0,1539,1
1,4692,6452,1173,3,586,1
0,45212,71048,12917,1,12917,1
0,35827,49262,8956,2,4478,1
0,22876,31454,5719,0,2859,1
0,65321,95261,16330,2,13609,1
1,32979,46462,4494,1,8988,1
0,58094,67981,1852,1,8034,1
0,38379,49845,3982,0,7483,1
1,51218,74989,11885,0,11885,1
2,64284,88391,16071,1,8035,1
1,46901,62703,10534,0,5267,1
0,40611,50824,5106,0,5106,1
0,74833,107644,21381,1,11429,1
0,39802,50402,5299,0,5299,1
1,39975,65762,10960,2,14826,1
0,43573,60806,11488,0,5744,1
0,44830,61288,10972,0,5486,1
0,35268,49249,9320,1,4660,1
1,46216,60221,9336,0,4668,1
0,37264,52240,4991,1,9983,1
0,53705,67286,6790,1,6790,1
1,46149,59335,6592,1,6592,1
1,33104,41380,4138,1,4138,1
0,49440,70628,14125,0,7062,1
0,46674,59056,6191,2,6191,1
0,64598,88823,8074,0,16149,1
0,50392,62991,6299,1,6299,1
0,36178,53653,5825,1,11650,1
1,47258,59073,5907,1,5907,1
2,4340,6023,1121,3,560,1
0,49424,68493,6356,2,12712,1
1,42248,57580,10221,2,5110,1
0,40054,61543,10744,0,10744,1
0,30962,42573,7740,3,3870,1
0,49712,66283,11047,1,5523,1
0,44687,61942,5751,2,11503,1
0,36830,54256,5808,0,11617,1
0,36935,47963,5846,1,5181,1
0,37719,51863,4714,2,9429,1
0,58173,79988,14543,2,7271,1
0,61543,82305,6920,0,13841,1
0,44791,61178,5189,1,11197,1
0,51163,63954,6395,1,6395,1
0,65536,83473,7281,0,10655,1
0,58728,80751,14682,2,7341,1
0,59598,84492,8297,1,16595,1
0,49689,71773,11042,2,11042,1
0,29639,44624,8113,1,6871,1
1,50512,69454,6314,2,12628,1
0,60499,72530,6924,1,5106,1
0,38523,57232,12472,2,6236,1
0,43736,68729,12496,2,12496,1
0,42002,67983,12000,2,13980,1
1,47173,78959,20217,0,11569,1
0,51389,64330,6470,1,6470,1
0,32393,44541,4049,2,8098,1
0,62564,71534,7656,1,1313,1
0,37529,51173,4548,0,9096,1
2,46656,59114,6228,1,6228,1
0,48326,65257,8465,0,8465,1
1,3526,5075,774,3,774,1
0,29125,34500,4721,0,653,1
0,62491,89310,12548,1,14269,1
0,67029,83927,7447,0,9449,1
1,32974,41218,4121,2,4121,1
0,49257,69358,6700,1,13400,1
0,37825,51753,4642,2,9284,1
1,4383,6023,1013,3,626,1
1,4265,5637,578,3,793,1
1,45327,64754,6475,2,12950,1
0,35809,47817,6112,3,5896,1
0,48735,69621,6962,1,13924,1
2,47882,60816,6467,2,6467,1
0,52867,68765,7948,0,7948,1
0,63137,71258,7859,1,262,1
0,53082,74113,7010,2,14020,1
0,32805,53506,10350,1,10350,1
0,44236,69513,12638,1,12638,1
0,46819,65977,12772,2,6386,1
0,47961,57084,9122,2,0,1
0,43242,67953,12355,2,12355,1
0,34878,49826,4982,0,9965,1
1,61399,84424,15349,1,7674,1
0,34677,44737,4923,0,5137,1
0,55449,73573,3193,0,14930,1
0,27757,35756,4529,1,3469,1
0,51429,79930,21375,0,7125,1
0,35850,53775,5975,0,11950,1
0,41467,57971,11002,2,5501,1
0,42134,52667,5266,0,5266,1
0,27060,37207,6765,0,3382,1
0,43428,55836,6204,0,6204,1
0,32331,55190,9237,0,13621,1
1,2972,4246,645,3,628,1
0,37517,53597,5359,1,10719,1
0,52199,66850,7325,0,7325,1
3,3122,4791,892,3,777,1
0,46730,75626,11889,1,17007,1
0,48327,68986,6886,2,13772,1
0,67990,83099,7554,0,7554,1
0,49598,79843,13307,0,16938,1
0,56197,81016,17794,1,7024,1
0,54022,69474,40,3,15411,1
0,61398,81864,6822,0,13644,1
1,34672,43340,4334,0,4334,1
1,64037,81934,10781,1,7115,1
0,36106,48575,7741,2,4727,1
0,49871,69353,6494,2,12988,1
0,61937,89751,14049,0,13763,1
0,37274,43008,5733,1,0,1
0,51155,71964,6936,1,13872,1
0,63860,87808,7982,1,15965,1
0,40114,55157,10028,1,5014,1
0,28335,35723,3693,1,3693,1
1,33111,47081,4656,1,9313,1
0,42747,64613,10932,1,10932,1
0,52363,79861,20623,1,6874,1
0,25389,34909,6347,0,3173,1
0,44508,69941,12716,1,12716,1
0,53716,76738,7673,2,15347,1
0,62098,83837,7246,1,14492,1
1,60885,81329,13629,2,6814,1
1,22883,29005,3060,1,3060,1
0,30077,41357,7519,1,3759,1
0,46023,59203,10764,1,2415,1
2,33442,47323,9253,2,4626,1
0,56218,77300,14054,0,7027,1
0,48441,77620,15338,1,13840,1
1,57290,78773,7161,1,14322,1
0,39167,44762,5595,1,0,1
2,47539,59424,5942,1,5942,1
1,55190,76074,6961,2,13922,1
0,35650,47259,5804,2,5804,1
0,36799,42791,5991,1,0,1
0,37324,52708,5128,2,10256,1
0,47313,63922,11072,1,5536,1
0,51628,63855,6113,1,6113,1
1,64105,88823,15754,1,8963,1
0,57487,79044,14371,0,7185,1
0,46476,59756,6639,2,6639,1
0,39280,50154,5436,1,5436,1
0,46618,59533,6457,1,6457,1
0,52391,69481,8544,0,8544,1
0,46802,64532,11820,2,5910,1
0,34289,45347,6411,1,4646,1
0,51493,70802,12873,3,6436,1
0,40580,50852,5135,0,5135,1
0,50805,64686,6940,1,6940,1
0,46900,59253,6176,2,6176,1
0,42527,63906,10689,1,10689,1
1,65726,91180,16109,1,9343,1
0,49443,70633,14126,0,7063,1
2,64965,89327,16241,1,8120,1
1,60298,82008,7236,1,14473,1
0,43520,55955,6217,1,6217,1
0,35339,46346,5503,2,5503,1
0,48300,69000,6900,1,13800,1
0,37959,54845,5628,0,11257,1
1,44133,60683,5516,2,11033,1
0,61695,85621,7975,2,15950,1
0,32087,54714,9460,0,13167,1
0,41377,52775,5698,0,5698,1
1,46843,78209,18330,0,13034,1
0,42136,64707,11285,1,11285,1
0,43480,68643,12211,2,12950,1
0,53566,69994,1571,2,14855,1
1,55171,76087,6972,2,13944,1
0,38574,56873,12199,2,6099,1
0,49095,66585,11660,2,5830,1
0,49755,84192,15318,0,19118,1
0,48782,67561,12519,2,6259,1
0,48328,69040,6904,1,13808,1
1,69821,98589,13600,0,15167,1
0,57269,71586,7158,0,7158,1
0,49367,75784,13208,2,13208,1
0,53527,76468,7646,2,15293,1
1,47862,59731,5982,0,5886,1
2,47857,60872,6507,2,6507,1
0,46937,65227,9548,0,8741,1
0,57306,78796,14326,0,7163,1
0,65389,81811,7265,0,9156,1
0,56831,80947,17012,1,7103,1
0,43655,56986,6665,1,6665,1
2,4360,6100,1160,3,580,1
0,48072,67025,12635,2,6317,1
0,59148,73495,7173,1,7173,1
0,39669,51843,6086,0,6086,1
0,58849,80917,14712,0,7356,1
0,52615,75164,15032,1,7516,1
1,33253,47505,9501,1,4750,1
0,22025,31912,5506,0,4381,1
0,48532,70538,6631,0,15373,1
1,40271,55373,10067,1,5033,1
1,47414,58853,5926,0,5511,1
0,50577,69543,6322,2,12644,1
0,38594,50022,4309,0,7118,1
0,40934,52669,5867,0,5867,1
0,53923,74717,6931,2,13862,1
0,44407,62292,5961,2,11923,1
1,46814,62643,10553,0,5276,1
0,54429,76194,7255,3,14510,1
0,38129,54470,10894,1,5447,1
0,33255,53812,10278,1,10278,1
0,65085,89493,8135,1,16271,1
0,52010,66870,7430,2,7430,1
0,50760,65262,7251,1,7251,1
1,46873,62971,10731,0,5365,1
0,49736,68387,6217,2,12434,1
1,4720,6103,715,3,667,1
0,48960,69943,6994,1,13988,1
1,58313,80180,7289,1,14578,1
0,54238,75510,7090,2,14181,1
0,48720,69601,6960,1,13920,1
1,35000,55000,10000,2,10000,1
0,53732,76760,7676,2,15352,1
1,47062,62813,10500,0,5250,1
0,45681,64021,12226,0,6113,1
0,41186,52719,5766,0,5766,1
2,51487,69039,5850,2,11701,1
1,26313,36181,6578,2,3289,1
0,55587,73545,2905,0,15051,1
0,56176,69012,0,2,12836,1
0,26940,37042,6735,1,3367,1
0,58194,80017,14548,0,7274,1
0,74922,99201,15261,2,9016,1
0,52749,67001,7126,0,7126,1
0,40837,51979,5570,0,5570,1
0,44409,62399,5996,1,11993,1
0,56243,75405,7030,2,12132,1
0,50758,83023,16132,0,16132,1
0,46384,59792,7247,1,6160,1
0,38607,60669,11030,1,11030,1
0,36504,53471,5655,1,11311,1
2,45156,58788,6816,1,6816,1
0,52259,69633,8687,0,8687,1
0,57374,71144,6885,0,6885,1
0,38115,53666,10367,2,5183,1
0,35500,46821,5660,2,5660,1
0,40027,51339,5655,0,5655,1
0,40518,50945,5213,0,5213,1
0,51365,64345,6489,1,6489,1
0,37694,53848,10769,1,5384,1
0,50807,76657,12925,0,12925,1
0,48190,68843,6884,2,13768,1
2,4483,6164,1120,3,560,1
2,3056,4725,795,3,873,1
0,41914,59878,5987,2,11975,1
1,45244,64634,6463,2,12926,1
0,50129,71751,10810,2,10810,1
0,36648,50409,9174,1,4587,1
1,43632,57757,7062,2,7062,1
0,35277,50395,5039,1,10079,1
0,47911,77820,16221,1,13688,1
0,50530,69478,12632,3,6316,1
1,33585,46300,8476,2,4238,1
1,36150,54225,8953,0,9121,1
0,53771,76816,7681,2,15363,1
0,29352,39537,6958,0,3226,1
0,37006,51719,9808,1,4904,1
1,2822,4334,806,3,705,1
0,47206,59008,5900,2,5900,1
0,57994,79743,14498,1,7249,1
1,4679,6016,668,3,668,1
0,42965,65945,11489,1,11489,1
0,38617,52943,9550,1,4775,1
0,39431,52202,6385,1,6385,1
0,29849,34561,4470,0,240,1
0,51445,68593,5716,1,11432,1
0,36772,51377,4868,2,9736,1
0,33851,53621,9671,1,10097,1
1,43773,63514,9870,2,9870,1
2,51329,69577,6082,2,12164,1
0,30943,42547,7735,2,3867,1
0,53967,77097,7709,1,15419,1
0,75980,103455,18316,2,9158,1
0,40022,55031,10005,1,5002,1
2,3087,4721,751,3,882,1
0,28861,34997,5052,0,1083,1
0,48927,70083,6942,0,14212,1
1,46008,59065,1554,0,11502,1
0,47069,59729,6330,1,6330,1
0,54565,75957,14261,1,7130,1
0,47320,63794,10982,0,5491,1
0,35380,50543,5054,1,10108,1
0,27548,36065,6049,0,2466,1
2,4511,6411,1266,3,633,1
0,37676,53824,10764,2,5382,1
0,48531,69330,6933,1,13866,1
1,35000,55000,10000,2,10000,1
3,4315,5905,1050,3,539,1
0,42379,53171,5396,0,5396,1
3,4443,6296,1234,3,617,1
0,52650,75214,15042,1,7521,1
0,49364,77899,14267,1,14267,1
0,48680,76498,13908,2,13908,1
0,37158,51561,4801,2,9602,1
0,44931,74462,14130,1,15400,1
0,37582,51676,4697,2,9395,1
0,46811,65324,12342,2,6171,1
1,39337,59006,13112,0,6556,1
1,36124,54186,8720,0,9341,1
0,42152,63136,10492,2,10492,1
1,4694,6076,662,3,719,1
0,50123,71605,7160,1,14321,1
0,52252,69229,8488,0,8488,1
0,60030,82541,15007,2,7503,1
0,43195,55536,6170,1,6170,1
0,51669,66432,7381,2,7381,1
0,33889,44792,4597,0,6306,1
0,37567,53667,5366,1,10733,1
0,33335,44559,4422,2,6801,1
1,3324,4943,809,3,809,1
0,34314,53923,9804,2,9804,1
0,35635,51646,5337,1,10674,1
0,43957,60441,5494,2,10989,1
2,48091,60352,6130,2,6130,1
0,37208,48763,5777,2,5777,1
0,51217,64021,6402,1,6402,1
0,34573,49390,4939,0,9878,1
0,29036,34749,3887,0,1824,1
1,39843,51227,5691,0,5691,1
0,51532,70857,12883,3,6441,1
0,51565,64920,6677,0,6677,1
1,33383,47690,4769,2,9538,1
0,72129,98465,11187,1,15148,1
0,34784,44713,4964,0,4964,1
0,42245,65103,11428,1,11428,1
0,50864,72663,7266,1,14532,1
0,59333,70977,3695,2,7948,1
0,52913,74903,14659,1,7329,1
0,39783,55553,10513,1,5256,1
0,63519,88288,9267,1,15500,1
0,35934,43989,4646,0,3408,1
0,50616,69597,12654,3,6327,1
0,38874,55368,10996,0,5498,1
0,53407,75110,14468,1,7234,1
0,51343,63283,5969,2,5969,1
0,48061,70355,6441,1,15852,1
0,51748,65421,6836,1,6836,1
1,4575,5882,653,3,653,1
0,52013,79887,20905,1,6968,1
0,50477,63097,6309,1,6309,1
1,20720,26462,2871,1,2871,1
0,36031,49878,9231,1,4615,1
0,50384,70491,13404,1,6702,1
1,39525,67242,11086,2,16630,1
0,56672,79508,15751,1,7084,1
1,4757,6144,713,3,673,1
0,34156,49022,4879,0,9987,1
0,37561,51647,4695,1,9390,1
0,44704,61202,10998,0,5499,1
0,66448,97845,15698,1,15698,1
1,35000,55000,10000,2,10000,1
0,75742,99206,8201,2,15262,1
